Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-02 00:00:00-05:00,94.35790821491635,96.44316289850892,93.77972258118342,95.84602355957031,35329300,0.0,0.0
2019-01-03 00:00:00-05:00,94.87921460287964,94.96452435170413,92.13046463967481,92.32003784179688,42579100,0.0,0.0
2019-01-04 00:00:00-05:00,94.51905689353232,97.16354397776419,93.77025885335371,96.6137924194336,44060600,0.0,0.0
2019-01-07 00:00:00-05:00,96.33891418755239,97.88389811578895,95.71334057931095,96.73700714111328,35656100,0.0,0.0
2019-01-08 00:00:00-05:00,97.66588088352898,98.54737640196755,96.40524618581435,97.43840026855469,31514400,0.0,0.0
2019-01-09 00:00:00-05:00,98.4431212548806,99.40991937372202,97.85545511583331,98.83173370361328,32280800,0.0,0.0
2019-01-10 00:00:00-05:00,97.83648469098382,98.33884098669871,97.04029176021706,98.19666290283203,30067600,0.0,0.0
2019-01-11 00:00:00-05:00,97.80805897969232,98.04502006280507,96.3388973718019,97.43840026855469,28314200,0.0,0.0
2019-01-14 00:00:00-05:00,96.5853456975752,97.5047559215769,95.97872586077635,96.72752380371094,28437100,0.0,0.0
2019-01-15 00:00:00-05:00,97.163531098866,99.57105673347687,96.56638450099314,99.53314208984375,31587600,0.0,0.0
2019-01-16 00:00:00-05:00,99.7700905244895,100.7179348005647,99.48573434907577,99.88382720947266,29853900,0.0,0.0
2019-01-17 00:00:00-05:00,99.52364741989226,101.06863096222143,99.296166822032,100.58523559570312,28393000,0.0,0.0
2019-01-18 00:00:00-05:00,101.85535458260725,102.27240841722916,100.38620015592494,102.09231567382812,37427600,0.0,0.0
2019-01-22 00:00:00-05:00,101.18239086222627,101.51413495974106,99.39096550416747,100.16819763183594,32371300,0.0,0.0
2019-01-23 00:00:00-05:00,100.58523034229778,101.45724528144963,99.84590578277951,101.14445495605469,25874300,0.0,0.0
2019-01-24 00:00:00-05:00,101.28666790228046,101.419365559073,99.8459401549901,100.66108703613281,23164800,0.0,0.0
2019-01-25 00:00:00-05:00,101.6468236671886,102.2534434583354,100.66106469870547,101.58047485351562,31225600,0.0,0.0
2019-01-28 00:00:00-05:00,100.71794394122088,100.92647085791876,99.2013944081617,99.5994873046875,29476700,0.0,0.0
2019-01-29 00:00:00-05:00,99.40993474284156,99.49524451351971,96.84127685577428,97.57112121582031,31490500,0.0,0.0
2019-01-30 00:00:00-05:00,99.16350194234099,100.83170318603516,98.8886261480836,100.83170318603516,49471900,0.0,0.0
2019-01-31 00:00:00-05:00,98.38625902385097,99.73219643768307,97.79859284825073,98.9833984375,55636400,0.0,0.0
2019-02-01 00:00:00-05:00,98.36728557399276,98.67059547700505,97.01186786302065,97.41944122314453,35535700,0.0,0.0
2019-02-04 00:00:00-05:00,97.50474343155358,100.28192745393886,97.40995321861946,100.22505187988281,31315100,0.0,0.0
2019-02-05 00:00:00-05:00,100.52838086909613,101.67527179512999,100.43359786962246,101.62788391113281,27325400,0.0,0.0
2019-02-06 00:00:00-05:00,101.4193491751504,101.4193491751504,100.0260167724365,100.49993896484375,20609800,0.0,0.0
2019-02-07 00:00:00-05:00,99.70374948113397,100.08288143591527,98.85068811991903,99.77957153320312,29760700,0.0,0.0
2019-02-08 00:00:00-05:00,98.94545956632405,100.2629624804903,98.82224241854163,100.15869903564453,21461100,0.0,0.0
2019-02-11 00:00:00-05:00,100.66106937767277,101.02125486704983,99.49522485015936,99.7606201171875,18914100,0.0,0.0
2019-02-12 00:00:00-05:00,100.60421064743377,101.55205510970957,99.97863706270103,101.31509399414062,25056600,0.0,0.0
2019-02-13 00:00:00-05:00,101.89326508235833,102.1586603366991,101.14446719676639,101.23925018310547,18394900,0.0,0.0
2019-02-14 00:00:00-05:00,100.76533014802953,101.69422078931812,100.14923710807481,101.3245620727539,21784700,0.0,0.0
2019-02-15 00:00:00-05:00,102.28189229189677,102.65155102799348,101.7605749812584,102.57572174072266,26606900,0.0,0.0
2019-02-19 00:00:00-05:00,102.16814206736906,102.99276924481433,102.1586615991745,102.5283203125,18038500,0.0,0.0
2019-02-20 00:00:00-05:00,102.67110481247254,102.74725793999826,101.17663418099939,101.9952621459961,21607700,0.46,0.0
2019-02-21 00:00:00-05:00,101.75730103460964,104.2131852183804,101.72874542402022,104.14655303955078,29063200,0.0,0.0
2019-02-22 00:00:00-05:00,104.75576098363294,105.85043142808622,104.5368225373247,105.63150024414062,27763200,0.0,0.0
2019-02-25 00:00:00-05:00,106.38349164848708,106.78328469469612,105.90754547089658,106.22166442871094,23750600,0.0,0.0
2019-02-26 00:00:00-05:00,105.90754027447716,107.7922829783365,105.8218661902861,106.95462036132812,21536700,0.0,0.0
2019-02-27 00:00:00-05:00,106.31684609909195,106.95461215386307,105.54580844998817,106.77375030517578,21487100,0.0,0.0
2019-02-28 00:00:00-05:00,106.6500162569412,107.44960231870274,106.35493196210473,106.64049530029297,29083900,0.0,0.0
2019-03-01 00:00:00-05:00,107.45912928360603,107.58287267750347,106.29781942790135,107.11644744873047,23501200,0.0,0.0
2019-03-04 00:00:00-05:00,107.58286898406847,107.8018074175302,105.46967409136737,106.85943603515625,26608000,0.0,0.0
2019-03-05 00:00:00-05:00,106.84989859120529,106.9831629171453,105.87897175044792,106.32635498046875,19538300,0.0,0.0
2019-03-06 00:00:00-05:00,106.48820736568933,107.2402032470368,106.06937237801155,106.37397766113281,17687000,0.0,0.0
2019-03-07 00:00:00-05:00,106.04080474568374,106.18359004460122,104.58441067392187,105.07939147949219,25339000,0.0,0.0
2019-03-08 00:00:00-05:00,103.90857317435211,105.38400197026054,103.56589134484874,105.1936264038086,22818400,0.0,0.0
2019-03-11 00:00:00-04:00,105.65052998409719,107.51623812022173,105.64101628948983,107.40201568603516,26491600,0.0,0.0
2019-03-12 00:00:00-04:00,107.39248262881453,108.506194810822,107.23066269037477,108.15399932861328,26132700,0.0,0.0
2019-03-13 00:00:00-04:00,108.6394735393272,109.46762251541604,108.30631266240495,108.9916763305664,35513800,0.0,0.0
2019-03-14 00:00:00-04:00,109.0297565391005,109.6580017476608,108.82986000626939,109.07734680175781,30763400,0.0,0.0
2019-03-15 00:00:00-04:00,109.79126902015368,111.6093870412589,109.07734970006034,110.33385467529297,54681100,0.0,0.0
2019-03-18 00:00:00-04:00,110.5813278904205,111.95205514053694,110.46710546115212,111.91397857666016,31207600,0.0,0.0
2019-03-19 00:00:00-04:00,112.40895522591073,112.74212333192294,111.36187517628274,111.99012756347656,37588700,0.0,0.0
2019-03-20 00:00:00-04:00,111.74264302182,113.03721720618083,111.0953559296396,111.86638641357422,28113300,0.0,0.0
2019-03-21 00:00:00-04:00,111.50465547306442,115.00761917724263,111.4570579565209,114.43648529052734,29854400,0.0,0.0
2019-03-22 00:00:00-04:00,113.75113199223725,113.83679881491686,111.40947776162108,111.41899871826172,33624500,0.0,0.0
2019-03-25 00:00:00-04:00,110.95256928899116,112.33281754516256,110.72411715990019,111.9996566772461,27067100,0.0,0.0
